name_nm,status_ky,last_upd_src_sys_ky,error_flag_in,participant_no,change_ind,date_of_birth,date_of_death,channelset_ky,talent_type_ky,preferred_flag,isni,language_ky
Carl Talbot,R,1,,152996,1.0,,,,1.0,N,,21.0
Sona MacDonald,R,1,,113806,1.0,,,,1.0,N,,21.0
Kan Takagi,R,1,,792269,1.0,,,,1.0,N,,21.0
Randy Graff,R,1,,238650,1.0,,,,1.0,N,,21.0
RCA Victor Chorus,R,1,,104936,1.0,,,,15.0,N,,21.0
Frédéric Chopin,R,1,,1749,1.0,1810-02-22 00:00:00,1849-10-17 00:00:00,,1.0,Y,,21.0
Udo Wüstendorfer,R,1,,149889,1.0,,,,1.0,N,,21.0
Mike Lipskin,R,1,,189320,1.0,,,,1.0,N,,21.0
Nathaniel S. Johnson,R,1,,107354,1.0,,,,1.0,N,,21.0
Leo Pudis,R,1,,140895,1.0,,,,1.0,N,,21.0
Gabriella Bessenyei,R,1,,103298,1.0,,,,1.0,N,,21.0
Ed Houser,R,1,,153274,1.0,,,,1.0,N,,21.0
Michael Rafter,R,1,,158407,1.0,,,,1.0,N,,21.0
Jean Nicolas Bouilly,R,1,,16768,1.0,,,,1.0,N,,21.0
Hagen,R,1,,96774,1.0,,,,1.0,N,,21.0
James Nichols,R,1,,151226,1.0,,,,1.0,N,,21.0
Arthur Harris,R,1,,190905,1.0,,,,1.0,N,,21.0
Nino Antonellini,R,1,,14647,1.0,,,,1.0,N,,21.0
Woldemar Bargiel,R,1,,145765,1.0,,,,1.0,N,,21.0
James Mason,R,1,,216100,1.0,,,,1.0,N,,21.0
Eric Fenby,R,1,,162364,1.0,,,,1.0,N,,21.0
Chuck Gentry,R,1,,156185,1.0,,,,1.0,Y,,21.0
Tim Martyn,R,1,,154315,1.0,,,,1.0,N,,21.0
Jozefina Puczova,R,1,,143337,1.0,,,,1.0,N,,21.0
Nat Adderley,R,1,,14077,1.0,,,,1.0,N,,21.0
Chuck Peterson,R,1,,150447,1.0,,,,1.0,N,,21.0
B. Bower,R,1,,228171,1.0,,,,1.0,N,,21.0
Michael Sobol,R,1,,153276,1.0,,,,1.0,N,,21.0
Fritz Hoffmann,R,1,,141996,1.0,,,,1.0,N,,21.0
The Canadian Brass,R,1,,1504,1.0,,,,15.0,Y,,21.0
42nd Street Ensemble,R,1,,1381269,1.0,,,,15.0,N,,21.0
Philadelphia Orchestra,R,1,,1322369,1.0,,,,15.0,N,,21.0
Jay David Saks,R,1,,149907,1.0,,,,1.0,N,,21.0
Paul Gemignani,R,1,,23246,1.0,,,,1.0,N,,21.0
Ted Sperling,R,1,,145969,1.0,,,,1.0,N,,21.0
Nikolai Rimsky-Korsakov,R,1,,146802,1.0,,1908-01-01 00:00:00,,1.0,N,,21.0
Brian Stokes Mitchell,R,1,,152096,1.0,,,,1.0,N,,21.0
Chor des Bayerischen Rundfunks,R,1,,18428,1.0,,,,15.0,N,,21.0
Bernie Glow,R,1,,183199,1.0,,,,1.0,N,,21.0
Jeffrey Lesser,R,1,,151641,1.0,,,,1.0,N,,21.0
Sid Weiss,R,1,,150439,1.0,,,,1.0,N,,21.0
Anthony Salvatore,R,1,,151060,1.0,,,,1.0,N,,21.0
Eddie DeLange,R,1,,20083,1.0,,,,1.0,N,,21.0
Barbara Cook,R,1,,18952,1.0,,,,1.0,Y,,21.0
David Yazbek,R,1,,232275,1.0,,,,1.0,N,,21.0
Giuseppe Giacosa,R,1,,23387,1.0,1847-10-21 00:00:00,1906-09-01 00:00:00,,1.0,N,,21.0
Bob Morrow,R,1,,228173,1.0,,,,1.0,N,,21.0
Evans,R,1,,21699,1.0,,,,1.0,N,,21.0
Allan Harshman,R,1,,24778,1.0,,,,1.0,N,,21.0
Paolo Tondo,R,1,,1093252,1.0,,,,1.0,N,,21.0
Andy Clay,R,1,,1321293,1.0,,,,1.0,N,,21.0
Cathy Holiday,R,1,,1096065,1.0,,,,1.0,N,,21.0
Nicco Maniatty,R,1,,1093304,1.0,,,,1.0,N,,21.0
Anders Frøen,R,1,,1325431,1.0,,,,1.0,N,,21.0
David Gleeson,R,1,,134052,1.0,,,,1.0,N,,21.0
Mark Horst,R,1,,1096066,1.0,,,,1.0,N,,21.0
Rúnar Ingi,R,1,,1377319,1.0,,,,1.0,N,,21.0
Shelley Williams,R,1,,1096075,1.0,,,,1.0,N,,21.0
Dave Brubeck,R,1,,1330,1.0,1920-12-06 00:00:00,2012-12-05 00:00:00,,1.0,Y,,21.0
Jan Weiser,R,1,,1096074,1.0,,,,1.0,N,,21.0
Toshi Osawa,R,1,,1096077,1.0,,,,1.0,N,,21.0
Rodrigão,R,1,,1336967,1.0,,,,1.0,N,,21.0
Michelle Blanc,R,1,,1376902,1.0,,,,1.0,N,,21.0
Svante Halldin,R,1,,1100643,1.0,,,,1.0,N,,21.0
Bruno Caliman,R,1,,1105581,1.0,,,,1.0,N,,21.0
Michael Knox,R,1,,1117002,1.0,,,,1.0,Y,,21.0
Léo Missir,R,1,,140932,1.0,1925-04-30 00:00:00,2009-10-10 00:00:00,,1.0,N,,21.0
Jovany Barreto,R,1,,1427981,1.0,,,,1.0,N,,21.0
Luis Barrera Jr.,R,1,,1402266,1.0,,,,1.0,N,,21.0
Andreas Janetschko,R,1,,1173571,1.0,,,,1.0,N,,21.0
Pedro Felipe,R,1,,1125401,1.0,,,,1.0,N,,21.0
Jr. Calipha,R,1,,1466468,1.0,,,,1.0,N,,21.0
Lowell Mason,R,1,,141699,1.0,1792-01-08 00:00:00,1872-08-11 00:00:00,,1.0,N,,21.0
Dani Blau,R,1,,1144815,1.0,,,,1.0,N,,21.0
Rodney Clawson,R,1,,1135881,1.0,,,,1.0,Y,,21.0
Gunnar Greve,R,1,,1442810,1.0,,,,1.0,N,,21.0
Mac Powell,R,1,,113632,1.0,,,,1.0,N,,21.0
Brunno Gabryel,R,1,,1421997,1.0,,,,1.0,N,,21.0
Alberto Montiel para Sony Music Entertainment México,R,1,,1183679,1.0,,,,1.0,N,,21.0
Carl Wikström Ask,R,1,,1189635,1.0,,,,1.0,N,,21.0
Jhay Cortez,R,1,,1478145,1.0,,,,1.0,N,,21.0
Jamey Haddad,R,1,,147070,1.0,,,,1.0,N,,21.0
Yu Min Kim,R,1,,1208999,1.0,,,,1.0,N,,21.0
Markus Ganter,R,1,,1189531,1.0,,,,1.0,N,,21.0
Johan T. Karlsson,R,1,,1194605,1.0,,,,1.0,N,,21.0
Pablo Valda,R,1,,1490713,1.0,,,,1.0,N,,21.0
Jorge Luis Romero,R,1,,1481395,1.0,,,,1.0,N,,21.0
Andrés Castro,R,1,,1211806,1.0,,,,1.0,N,,21.0
Colin Leonard,R,1,,1218054,1.0,,,,1.0,N,,21.0
Zachary Williams,R,1,,1548783,1.0,,,,1.0,N,,21.0
Humberto Gatica,R,1,,150076,1.0,,,,1.0,N,,21.0
Dave Pensado,R,1,,151732,1.0,,,,1.0,N,,21.0
Gary Noble,R,1,,124680,1.0,,,,1.0,N,,21.0
Pablo Preciado,R,1,,1236368,1.0,,,,1.0,N,,21.0
Nic Hilger,R,1,,1236181,1.0,,,,1.0,N,,21.0
Sergio Jr,R,1,,1270468,1.0,,,,1.0,N,,21.0
Jim Caruana,R,1,,158465,1.0,,,,1.0,N,,21.0
Ryan Rubin,R,1,,1197951,1.0,,,,1.0,N,,21.0
"Johan Esteban Espinosa ""Jowan""",R,1,,1566304,1.0,,,,1.0,N,,21.0
Konrad Betcher,R,1,,1284938,1.0,,,,1.0,N,,21.0
Samuel Deolli,R,1,,1286990,1.0,,,,1.0,N,,21.0
Jumbo,R,1,,1638307,1.0,,,,1.0,N,,21.0
Magnus Bertelsen,R,1,,1288300,1.0,,,,1.0,N,,21.0
Amber Rubi Urena,R,1,,1665388,1.0,,,,1.0,N,,21.0
Gabriel Antonio Cruz Padilla p/k/a Wise,R,1,,1588058,1.0,,,,1.0,N,,21.0
Antonio Pujia,R,1,,162877,1.0,,,,1.0,N,,21.0
Rafa Chagas,R,1,,1345064,1.0,,,,1.0,N,,21.0
Diana Bravo Legorreta para Sony Music Entertainment México,R,1,,1273477,1.0,,,,1.0,N,,21.0
Rapha Oliveira,R,1,,1675150,1.0,,,,1.0,N,,21.0
Marie Wright,R,1,,166791,1.0,,,,1.0,N,,21.0
The Modern String Quintet,R,1,,1673614,1.0,,,,15.0,N,,21.0
Rapha Lucas,R,1,,1674707,1.0,,,,1.0,N,,21.0
Yoel Damas,R,1,,1306072,1.0,,,,1.0,N,,21.0
Jon Leone,R,1,,1385228,1.0,,,,1.0,N,,21.0
Jason Staniulis,R,1,,1389828,1.0,,,,1.0,N,,21.0
Rick Costa,R,1,,1345065,1.0,,,,1.0,N,,21.0
Danielle Giuliani,R,1,,1683126,1.0,,,,1.0,N,,21.0
Maria Cristina Chiluiza,R,1,,1702871,1.0,,,,1.0,N,,21.0
Alexa Brogli,R,1,,1683127,1.0,,,,1.0,N,,21.0
David Peña,R,1,,1427848,1.0,,,,1.0,N,,21.0
Salvatore Ganacci,R,1,,1377320,1.0,,,,1.0,N,,21.0
Ariadna Thalia Sodi,R,1,,1711274,1.0,,,,1.0,N,,23.0
Billy Kilson,R,1,,173499,1.0,,,,1.0,N,,21.0
Preston Reid,R,1,,1677520,1.0,,,,1.0,N,,21.0
Giuseppe Adami,R,1,,14052,1.0,1878-11-04 00:00:00,1946-10-12 00:00:00,,1.0,N,,21.0
Jean-Marie Horvat,R,1,,142148,1.0,,,,1.0,N,,21.0
Kevin Davis,R,1,,141149,1.0,,,,1.0,N,,21.0
Yoby Zúñiga,R,1,,1447392,1.0,,,,1.0,N,,21.0
Thorsten Börger,R,1,,144653,1.0,,,,1.0,N,,21.0
Alexandre Desplat,R,1,,170856,1.0,,,,1.0,N,,21.0
Andrew Morris,R,1,,174977,1.0,,,,1.0,N,,21.0
E-Trou,R,1,,1733647,1.0,,,,1.0,N,,21.0
Zaia,R,1,,1755875,1.0,,,,1.0,Y,,21.0
Gonzalo Ferrari,R,1,,1450836,1.0,,,,1.0,N,,21.0
Jabrielle Brooks,R,1,,1767476,1.0,,,,1.0,N,,21.0
Rafael Silva de Queiroz,R,1,,1445468,1.0,,,,1.0,N,,21.0
Carlos Peralta,R,1,,1748038,1.0,,,,1.0,N,,21.0
Guy B. Wood,R,1,,175974,1.0,,,,1.0,N,,21.0
Rafinha RSQ,R,1,,1458884,1.0,,,,1.0,N,,21.0
Sergio Lizárraga,R,1,,1480878,1.0,,,,1.0,N,,21.0
Eric Ramey,R,1,,1758596,1.0,,,,1.0,N,,21.0
Anthony Raglin,R,1,,1758967,1.0,,,,1.0,N,,21.0
Sedeck,R,1,,177798,1.0,,,,1.0,N,,21.0
Anthony Dent,R,1,,149722,1.0,,,,1.0,N,,21.0
Tom Lord-Alge,R,1,,178365,1.0,,,,1.0,N,,21.0
dArtagnan,R,1,,1455229,1.0,,,,15.0,N,,21.0
Sérgio Jr,R,1,,1462673,1.0,,,,1.0,N,,21.0
Andrea Mangiamarchi,R,1,,1775504,1.0,,,,1.0,N,,21.0
James Williams,R,1,,149831,1.0,1951-03-08 00:00:00,2004-07-20 00:00:00,,1.0,N,,21.0
Ben Palmer,R,1,,1771404,1.0,,,,1.0,N,,21.0
Carmela Ramirez,R,1,,1806993,1.0,,,,1.0,N,,21.0
Cyro Baptista,R,1,,151227,1.0,,,,1.0,N,,21.0
Roland Lim,R,1,,1490723,1.0,,,,1.0,N,,21.0
Pop-Up,R,1,,1799920,1.0,,,,15.0,N,,21.0
Salim Ascencio,R,1,,1503531,1.0,,,,1.0,N,,21.0
Alejandro Patiño,R,1,,1566305,1.0,,,,1.0,N,,21.0
Santiago García Castaño,R,1,,1835607,1.0,,,,1.0,N,,23.0
Iselin Solheim,R,1,,1516999,1.0,,,,1.0,N,,21.0
Luis Angel O'Neill,R,1,,1522059,1.0,,,,1.0,N,,21.0
Yves Roger Flores Ávila,R,1,,1507120,1.0,,,,1.0,N,,21.0
China,R,1,,18384,1.0,,,,1.0,N,,21.0
Johannes Motschmann,R,1,,1790149,1.0,,,,1.0,N,,21.0
Gustavo Alves,R,1,,1564721,1.0,,,,1.0,N,,21.0
Fred Vogler,R,1,,153408,1.0,,,,1.0,N,,21.0
Cameron Joseph,R,1,,1858781,1.0,,,,1.0,N,,21.0
Ludovico Einaudi,R,1,,157084,1.0,,,,1.0,N,,21.0
Manu Lara,R,1,,1875563,1.0,,,,1.0,N,,21.0
Viviana Carolina Nava Ochoa,R,1,,1937720,1.0,,,,1.0,N,,21.0
Rob Fusari,R,1,,184760,1.0,,,,1.0,N,,21.0
Ricardo Jose Quintero Garzozi,R,1,,1852075,1.0,,,,1.0,N,,23.0
Sabino Omar Luis,R,1,,1937745,1.0,,,,1.0,N,,21.0
Andres David Restrepo Echavarria,R,1,,1619887,1.0,,,,1.0,N,,21.0
Falonte Moore,R,1,,158847,1.0,,,,1.0,N,,21.0
Eliot José Feliciano,R,1,,1588048,1.0,,,,1.0,N,,21.0
Charles Floyd,R,1,,187901,1.0,,,,1.0,N,,21.0
Ivanni Rodríguez,R,1,,1878495,1.0,,,,1.0,N,,23.0
Mau y Ricky,R,1,,1446281,1.0,,,,15.0,N,,21.0
David Sheats,R,1,,157546,1.0,,,,1.0,N,,21.0
Ferdinand Bolland,R,1,,16614,1.0,,,,1.0,Y,,21.0
Craig Lin,R,1,,1944230,1.0,,,,1.0,N,,21.0
Alex Liu,R,1,,1944231,1.0,,,,1.0,N,,21.0
Luan da Silva Murilho,R,1,,1939984,1.0,,,,1.0,N,,21.0
T C,R,1,,1944228,1.0,,,,1.0,N,,21.0
"Thalia, Mau y Ricky",R,1,,1810790,1.0,,,,16.0,N,,21.0
John Carolus,R,1,,1983277,1.0,,,,1.0,N,,21.0
Montego Joe,R,1,,197362,1.0,,,,1.0,N,,21.0
Troy Train,R,1,,1962994,1.0,,,,1.0,N,,21.0
Joe Barresi,R,1,,196513,1.0,,,,1.0,N,,21.0
John Luther,R,1,,1983278,1.0,,,,1.0,N,,21.0
LeToya Luckett,R,1,,210103,1.0,,,,1.0,Y,,21.0
Davide Mattei,R,1,,1645245,1.0,,,,1.0,N,,21.0
Mike Hogan,R,1,,171966,1.0,,,,1.0,N,,21.0
Big Boi,R,1,,157549,1.0,,,,1.0,Y,,21.0
Yasmo,R,1,,1192071,1.0,,,,1.0,N,,21.0
Ella Wahlström,R,1,,1742855,1.0,,,,1.0,N,,21.0
Herbie Hancock,R,1,,24587,1.0,,,,1.0,N,,21.0
Valery Gergiev & Wiener Philharmoniker,R,1,,1664858,1.0,,,,16.0,N,,21.0
Bruno Sutter,R,1,,264872,1.0,,,,1.0,N,,21.0
Jeo,R,1,,191789,1.0,,,,1.0,N,,21.0
Charles Pettaway,R,1,,260047,1.0,,,,1.0,N,,21.0
Little X,R,1,,263990,1.0,1975-10-31 00:00:00,,,1.0,N,,21.0
Franz Xaver Gruber,R,1,,24171,1.0,1787-11-25 00:00:00,1863-06-07 00:00:00,,1.0,N,,21.0
Jonas Kaufmann,R,1,,248137,1.0,,,,1.0,Y,,21.0
Phalon Alexander,R,1,,255195,1.0,,,,1.0,N,,21.0
Michael Romito,R,1,,1991113,1.0,,,,1.0,N,,21.0
Jia-Cheng Zhang,R,1,,1726916,1.0,,,,1.0,N,,21.0
Isaiah Eastman,R,1,,1758965,1.0,,,,1.0,N,,21.0
Sam Hollander,R,1,,206976,1.0,,,,1.0,N,,21.0
Dave Katz,R,1,,298635,1.0,,,,1.0,N,,21.0
Shakira Mebarak,R,1,,305123,1.0,,,,1.0,Y,,21.0
Davy Vain,R,1,,291827,1.0,,,,1.0,N,,21.0
William Danoff,R,1,,294224,1.0,,,,1.0,N,,21.0
Falco feat. Yasmo & Blasorchester der Musikschule Deutsch-Wagram,R,1,,1659526,1.0,,,,16.0,N,,21.0
Joseph M. Hill Jr.,R,1,,1758966,1.0,,,,1.0,N,,21.0
Reinaldo Meirelles Orlandini,R,1,,1939597,1.0,,,,1.0,N,,21.0
Jeh Pássaro,R,1,,1935178,1.0,,,,1.0,N,,21.0
ARIA Mastering,R,1,,1758964,1.0,,,,1.0,N,,21.0
Wyclef Jean feat. Andy Grassi and Varshini Soobiah,R,1,,2075821,1.0,,,,16.0,N,,21.0
Joseph Kahn,R,1,,26958,1.0,,,,1.0,N,,21.0
Steve Bearsley,R,1,,188151,1.0,,,,1.0,N,,21.0
Jake Nava,R,1,,322144,1.0,,,,1.0,N,,21.0
Miguel Mendoza,R,1,,321500,1.0,,,,1.0,N,,21.0
Marco Túlio Lara,R,1,,315665,1.0,,,,1.0,N,,21.0
Thomas Lang,R,1,,318992,1.0,,,,1.0,N,,21.0
Zhe-Tu He,R,1,,1726917,1.0,,,,1.0,N,,21.0
iann dior,R,1,,1780377,1.0,,,,1.0,N,,21.0
Kandi,R,1,,190448,1.0,,,,1.0,Y,,21.0
Derrick Gray,R,1,,1961816,1.0,,,,1.0,N,,21.0
Arnold Wolfe,R,1,,239643,1.0,,,,1.0,N,,21.0
Johanna Röhrig,R,1,,1799922,1.0,,,,1.0,N,,21.0
David Lasley,R,1,,28250,1.0,,,,1.0,N,,21.0
Cliff Davies,R,1,,311033,1.0,,,,1.0,N,,21.0
Rjashentsev,R,1,,1920303,1.0,,,,1.0,N,,107.0
Jason Freeman,R,1,,226363,1.0,,,,1.0,N,,21.0
Missy Elliott,R,1,,239392,1.0,,,,1.0,Y,,21.0
Omer Fedi,R,1,,1760123,1.0,,,,1.0,N,,21.0
David McRae,R,1,,249994,1.0,,,,1.0,Y,,21.0
Lil Ghost,R,1,,1731244,1.0,,,,1.0,N,,21.0
Warren Bletcher,R,1,,229980,1.0,,,,1.0,N,,21.0
Mike Koch,R,1,,218263,1.0,,,,1.0,N,,21.0
Rich Balmer,R,1,,291826,1.0,,,,1.0,N,,21.0
Michael England,R,1,,1799921,1.0,,,,1.0,N,,21.0
24kGoldn,R,1,,1729615,1.0,,,,1.0,N,,21.0
Katia Cadet,R,1,,247804,1.0,,,,1.0,N,,21.0
Phil Greene,R,1,,335662,1.0,,,,1.0,N,,21.0
Dwayne Carter,R,1,,281815,1.0,,,,1.0,N,,21.0
Vlado Meller,R,1,,206432,1.0,,,,1.0,Y,,21.0
Bobby Pinson,R,1,,379633,1.0,,,,1.0,N,,21.0
"24kGoldn, iann dior & Lil Ghost",R,1,,1944225,1.0,,,,16.0,N,,21.0
Marvin LeQuient Moore Hough,R,1,,843719,1.0,,,,1.0,Y,,21.0
Heidi Wang,R,1,,1905056,1.0,,,,1.0,N,,21.0
Rachel Curl,R,1,,370338,1.0,,,,1.0,N,,21.0
Meat Loaf,R,1,,380717,1.0,1947-09-27 00:00:00,2022-01-20 00:00:00,,1.0,Y,,21.0
Craig Durrance,R,1,,207421,1.0,,,,1.0,N,,21.0
David Hull,R,1,,405191,1.0,,,,1.0,N,,21.0
Maffio,R,1,,1199238,1.0,,,,1.0,N,,23.0
Precision,R,1,,261145,1.0,,,,1.0,N,,21.0
Alann Jr.,R,1,,1950582,1.0,,,,1.0,N,,18.0
Serge Tsai,R,1,,403229,1.0,,,,1.0,N,,21.0
Matthew Rolston,R,1,,314370,1.0,,,,1.0,N,,21.0
DJ Mehdi,R,1,,342083,1.0,,,,1.0,Y,,21.0
Fred Jerkins,R,1,,294115,1.0,,,,1.0,N,,21.0
Thalia & Maffio,R,1,,1948174,1.0,,,,16.0,N,,21.0
Ryan Smith,R,1,,328349,1.0,,,,1.0,N,,21.0
Rob Herrera,R,1,,344721,1.0,,,,1.0,N,,21.0
Jota Quest,R,1,,192306,1.0,,,,15.0,N,,21.0
Brahmi,R,1,,404343,1.0,,,,1.0,N,,21.0
Alex Wende,R,1,,215077,1.0,,,,1.0,N,,21.0
Mathew Knowles,R,1,,421070,1.0,,,,1.0,N,,21.0
Andrew Dawson,R,1,,335952,1.0,,,,1.0,N,,21.0
Nicola Sirkis,R,1,,398910,1.0,,,,1.0,N,,21.0
Banda MS de Sergio Lizárraga,R,1,,1880643,1.0,,,,15.0,N,,23.0
Shane Shanahan,R,1,,454305,1.0,,,,99.0,N,,21.0
Jake Ninan,R,1,,324686,1.0,,,,1.0,N,,21.0
Robert Hurst,R,1,,382889,1.0,,,,1.0,N,,21.0
Ramón Ayala,R,1,,361140,1.0,,,,1.0,N,,21.0
Bob Dylan,R,1,,2845,1.0,1941-05-24 00:00:00,,,1.0,Y,,21.0
Wyclef Jean feat. Andy Grassi,R,1,,2075823,1.0,,,,16.0,N,,21.0
Thiago Silva,R,1,,339649,1.0,,,,1.0,N,,21.0
Ian Mereness,R,1,,211685,1.0,,,,1.0,N,,21.0
Didrik Thott,R,1,,440233,1.0,,,,1.0,N,,21.0
Kate Markowitz,R,1,,266197,1.0,,,,1.0,N,,21.0
D. St. Holmes,R,1,,449431,1.0,,,,1.0,N,,21.0
Seth Walden,R,1,,420902,1.0,,,,1.0,N,,21.0
Thalia & Banda MS de Sergio Lizárraga,R,1,,1940884,1.0,,,,16.0,N,,21.0
Dan Workman,R,1,,417177,1.0,,,,1.0,N,,21.0
James Taylor,R,1,,38716,1.0,,,,1.0,Y,,21.0
Marika Hughes,R,1,,292836,1.0,,,,1.0,N,,21.0
Kenny Alphin,R,1,,273975,1.0,1963-11-01 00:00:00,,,1.0,Y,,21.0
Kallyemeson Almeida de Oliveira,R,1,,1939596,1.0,,,,1.0,N,,21.0
René Rennefeld,R,1,,347091,1.0,,,,1.0,N,,21.0
Walt Monaghan,R,1,,413723,1.0,,,,1.0,N,,21.0
Guy Berryman,R,1,,354324,1.0,1978-04-12 00:00:00,,,1.0,N,,21.0
Thalia,R,1,,1077362,1.0,,,,1.0,Y,,23.0
Andy Grassi,R,1,,185389,1.0,,,,1.0,N,,21.0
Fenton Williams,R,1,,357194,1.0,,,,1.0,N,,21.0
Esa-Pekka Salonen,R,1,,295964,1.0,,,,1.0,Y,,21.0
Lelê,R,1,,339648,1.0,,,,1.0,N,,21.0
ATL,R,1,,376671,1.0,,,,1.0,Y,,21.0
Joe Carrier,R,1,,448651,1.0,,,,1.0,N,,21.0
Kayhan Kalhor,R,1,,520441,1.0,,,,1.0,N,,21.0
Alex Gibson,R,1,,291939,1.0,,,,1.0,N,,21.0
Leslie Brathwaite,R,1,,321647,1.0,,,,1.0,N,,21.0
Emilio Ávila,R,1,,303022,1.0,,,,1.0,N,,21.0
Los Angeles Philharmonic,R,1,,29024,1.0,,,,15.0,Y,,21.0
Dwayne Johnson,R,1,,631958,1.0,,,,1.0,N,,21.0
John Sauter,R,1,,442874,1.0,,,,1.0,N,,21.0
Jeff Dominguez,R,1,,404346,1.0,,,,1.0,Y,,21.0
Vernon Mungo,R,1,,461284,1.0,,,,1.0,N,,21.0
Carlos Vives,R,1,,204154,1.0,,,,1.0,N,,21.0
Blandinna Melky Jean,R,1,,465725,1.0,,,,1.0,N,,21.0
Howard Shore,R,1,,50051,1.0,,,,1.0,N,,21.0
Marie Jeanne Serero,R,1,,442212,1.0,,,,1.0,Y,,21.0
Michael Calderon,R,1,,455532,1.0,,,,1.0,N,,21.0
Kenneth Stalberg,R,1,,448655,1.0,,,,1.0,N,,21.0
Matt Brubeck,R,1,,441213,1.0,,,,1.0,N,,21.0
Melky Sedeck,R,1,,169323,1.0,,,,15.0,N,,21.0
Stevie Nicks,R,1,,31853,1.0,,,,1.0,N,,21.0
Alan Spenner,R,1,,401947,1.0,,,,1.0,Y,,21.0
Yiannis Doulamis,R,1,,440726,1.0,,,,1.0,N,,21.0
Larry Gates,R,1,,404571,1.0,,,,1.0,N,,21.0
Sandeep Das,R,1,,454312,1.0,,,,1.0,N,,21.0
Kevin Briggs,R,1,,347610,1.0,,,,1.0,N,,21.0
Márcio Buzelin,R,1,,315668,1.0,,,,1.0,N,,21.0
Ralph Middlebrooks,R,1,,55768,1.0,1939-08-20 00:00:00,,,1.0,N,,21.0
Olivier Gérard,R,1,,661966,1.0,,,,1.0,N,,21.0
Ericka Danko,R,1,,474984,1.0,,,,1.0,N,,21.0
Vicky McGehee,R,1,,376600,1.0,,,,1.0,Y,,21.0
Wyclef Jean feat. Dwayne Johnson & Melky Sedeck,R,1,,2075819,1.0,,,,16.0,N,,21.0
Robert Waller,R,1,,354133,1.0,,,,1.0,N,,21.0
Traditional,R,1,,39322,1.0,,,,1.0,N,,21.0
Maynard Goldman,R,1,,448653,1.0,,,,1.0,N,,21.0
Erwan Hamon,R,1,,539189,1.0,,,,1.0,N,,21.0
Joe Dimarco,R,1,,449078,1.0,,,,1.0,N,,21.0
Joshua Redman,R,1,,56438,1.0,,,,1.0,N,,21.0
Chris Thile,R,1,,353732,1.0,,,,1.0,N,,21.0
Robert Ponger,R,1,,74824,1.0,,,,1.0,N,,21.0
"Varick ""Smitty"" Smith",R,1,,467441,1.0,,,,1.0,N,,21.0
Osvaldo Golijov,R,1,,437530,1.0,1960-12-05 00:00:00,,,1.0,N,,21.0
Parrish Smith,R,1,,52931,1.0,,,,1.0,Y,,21.0
Andrea Zonn,R,1,,365996,1.0,,,,1.0,N,,21.0
Joe McIntyre,R,1,,448652,1.0,,,,15.0,N,,21.0
"Jerry Freeman, Jr.",R,1,,473954,1.0,,,,1.0,N,,21.0
Thomas Rabitsch,R,1,,49860,1.0,,,,1.0,N,,21.0
Jean Claude Olivier,R,1,,404596,1.0,,,,1.0,N,,21.0
Rebecca Skinner,R,1,,352388,1.0,,,,1.0,N,,21.0
Boz Burrell,R,1,,449430,1.0,,,,1.0,N,,21.0
AP du 113,R,1,,569243,1.0,,,,1.0,N,,21.0
Kelly Rowland,R,1,,304937,1.0,,,,1.0,Y,,21.0
Slim Jim,R,1,,473951,1.0,,,,1.0,N,,21.0
Alejandro Borrero,R,1,,525716,1.0,,,,1.0,N,,21.0
Gerald Mordis,R,1,,448654,1.0,,,,1.0,N,,21.0
Scott Lochmus,R,1,,614411,1.0,,,,1.0,N,,21.0
Chilly Gonzales,R,1,,527941,1.0,,,,1.0,N,,21.0
Mc G,R,1,,443651,1.0,,,,1.0,N,,21.0
Donnie Wahlberg,R,1,,49566,1.0,,,,1.0,N,,21.0
Alex Dejonge,R,1,,414489,1.0,,,,1.0,N,,21.0
Rufus Moore,R,1,,219752,1.0,,,,1.0,N,,21.0
John Lennon,R,1,,28494,1.0,,,,1.0,Y,,21.0
James Duncan,R,1,,420900,1.0,,,,1.0,N,,21.0
Django,R,1,,57213,1.0,,,,1.0,N,,21.0
Don Davis,R,1,,71044,1.0,,,,1.0,N,,21.0
Fernanda Mello,R,1,,738269,1.0,,,,1.0,N,,21.0
Mokobé,R,1,,567262,1.0,,,,1.0,N,,21.0
Rob Grange,R,1,,413718,1.0,,,,1.0,N,,21.0
Ray Kay,R,1,,474983,1.0,,,,1.0,N,,21.0
Samuel Jean,R,1,,420897,1.0,,,,1.0,N,,21.0
Ricky Lewis,R,1,,372921,1.0,,,,1.0,N,,21.0
Ennio Morricone,R,1,,6963,1.0,1928-11-10 00:00:00,,,1.0,N,,21.0
Leroy Bonner,R,1,,61264,1.0,,,,1.0,N,,21.0
Renato Simoni,R,1,,37076,1.0,1875-09-05 00:00:00,1952-07-05 00:00:00,,1.0,N,,21.0
Hans Zimmer,R,1,,57585,1.0,,,,1.0,N,,21.0
9th Wonder,R,1,,450299,1.0,,,,1.0,N,,21.0
Rim'K,R,1,,992331,1.0,,,,1.0,N,,21.0
Keisha Persons,R,1,,789083,1.0,,,,1.0,N,,21.0
Jean-François Domininguez,R,1,,573565,1.0,,,,1.0,Y,,21.0
Keri Lynn-Hillson,R,1,,506683,1.0,,,,1.0,N,,21.0
Andre DeBaurg,R,1,,592607,1.0,,,,1.0,N,,21.0
Tom Norris,R,1,,495793,1.0,,,,1.0,N,,21.0
